Booking ID,Cancelled Rides by Customer Reason,Cancelled Rides by Driver Reason,Incomplete Ride Reason
BKG185364,,Customer related issue,
BKG185367,,The customer was coughing/sick,
BKG185369,,,Vehicle Breakdown
BKG185370,,More than permitted people in there,
BKG185371,,,Other Issue
BKG185372,,,Customer Demand
BKG185377,,,Vehicle Breakdown
BKG185383,AC is not working,,
BKG185388,,More than permitted people in there,
BKG185389,Driver is not moving towards pickup location,,
BKG185393,,Customer related issue,
BKG185396,,Personal & Car related issues,
BKG185401,,More than permitted people in there,
BKG185404,Driver asked to cancel,,
BKG185406,AC is not working,,
BKG185409,,Personal & Car related issues,
BKG185410,Driver is not moving towards pickup location,,
BKG185412,,Customer related issue,
BKG185413,,,Other Issue
BKG185415,,More than permitted people in there,
BKG185418,,Personal & Car related issues,
BKG185428,,,Customer Demand
BKG185432,Change of plans,,
BKG185434,,,Vehicle Breakdown
BKG185435,AC is not working,,
BKG185441,,,Other Issue
BKG185444,,The customer was coughing/sick,
BKG185449,,Customer related issue,
BKG185451,,Customer related issue,
BKG185452,,Customer related issue,
BKG185454,,Personal & Car related issues,
BKG185459,,,Other Issue
BKG185463,,Customer related issue,
BKG185464,,,Customer Demand
BKG185467,,Personal & Car related issues,
BKG185475,,The customer was coughing/sick,
BKG185477,,Personal & Car related issues,
BKG185478,Change of plans,,
BKG185479,,,Vehicle Breakdown
BKG185484,Change of plans,,
BKG185487,,More than permitted people in there,
BKG185489,,Customer related issue,
BKG185491,Wrong Address,,
BKG185493,,,Other Issue
BKG185495,,Customer related issue,
BKG185497,,Personal & Car related issues,
BKG185501,,The customer was coughing/sick,
BKG185502,,Customer related issue,
BKG185504,AC is not working,,
BKG185506,,More than permitted people in there,
BKG185508,,Personal & Car related issues,
BKG185509,,More than permitted people in there,
BKG185511,,More than permitted people in there,
BKG185513,,More than permitted people in there,
BKG185515,Driver is not moving towards pickup location,,
BKG185518,,Customer related issue,
BKG185519,,,Other Issue
BKG185522,,Customer related issue,
BKG185523,Wrong Address,,
BKG185527,,More than permitted people in there,
BKG185532,,Customer related issue,
BKG185537,,The customer was coughing/sick,
BKG185539,,,Customer Demand
BKG185541,,Personal & Car related issues,
BKG185542,,The customer was coughing/sick,
BKG185543,,,Other Issue
BKG185546,,Customer related issue,
BKG185547,,Customer related issue,
BKG185549,AC is not working,,
BKG185557,,Customer related issue,
BKG185558,,The customer was coughing/sick,
BKG185559,,The customer was coughing/sick,
BKG185563,,Personal & Car related issues,
BKG185564,,The customer was coughing/sick,
BKG185565,,,Vehicle Breakdown
BKG185566,,Customer related issue,
BKG185567,,Personal & Car related issues,
BKG185568,,Personal & Car related issues,
BKG185569,,Personal & Car related issues,
BKG185572,Driver asked to cancel,,
BKG185573,,Customer related issue,
BKG185578,Driver asked to cancel,,
BKG185580,,,Customer Demand
BKG185583,,More than permitted people in there,
BKG185585,,,Other Issue
BKG185588,,The customer was coughing/sick,
BKG185590,,More than permitted people in there,
BKG185593,,,Vehicle Breakdown
BKG185594,,,Vehicle Breakdown
BKG185597,,Personal & Car related issues,
BKG185598,,More than permitted people in there,
BKG185600,,Personal & Car related issues,
BKG185604,Wrong Address,,
BKG185607,,,Customer Demand
BKG185611,Wrong Address,,
BKG185619,,,Customer Demand
BKG185622,,,Other Issue
BKG185623,,Personal & Car related issues,
BKG185624,,Personal & Car related issues,
BKG185627,,,Customer Demand
BKG185628,,Customer related issue,
BKG185629,,Personal & Car related issues,
BKG185631,Driver is not moving towards pickup location,,
BKG185636,,More than permitted people in there,
BKG185637,,,Customer Demand
BKG185641,Wrong Address,,
BKG185643,Driver is not moving towards pickup location,,
BKG185645,,Personal & Car related issues,
BKG185647,,Personal & Car related issues,
BKG185650,,,Other Issue
BKG185654,,Customer related issue,
BKG185655,,,Vehicle Breakdown
BKG185657,,More than permitted people in there,
BKG185659,,,Customer Demand
BKG185661,,Personal & Car related issues,
BKG185662,,Customer related issue,
BKG185663,,More than permitted people in there,
BKG185665,,The customer was coughing/sick,
BKG185666,,Customer related issue,
BKG185669,,Customer related issue,
BKG185670,,Personal & Car related issues,
BKG185671,,More than permitted people in there,
BKG185672,,,Other Issue
BKG185676,,,Customer Demand
BKG185683,,The customer was coughing/sick,
BKG185685,Driver is not moving towards pickup location,,
BKG185696,,The customer was coughing/sick,
BKG185699,,Personal & Car related issues,
BKG185702,,More than permitted people in there,
BKG185705,,Customer related issue,
BKG185709,,The customer was coughing/sick,
BKG185710,,The customer was coughing/sick,
BKG185714,,,Customer Demand
BKG185715,Wrong Address,,
BKG185720,,The customer was coughing/sick,
BKG185722,,,Other Issue
BKG185724,,,Customer Demand
BKG185728,,,Vehicle Breakdown
BKG185730,,,Other Issue
BKG185733,Change of plans,,
BKG185734,,,Vehicle Breakdown
BKG185742,,,Other Issue
BKG185744,,,Other Issue
BKG185748,Driver is not moving towards pickup location,,
BKG185750,,The customer was coughing/sick,
BKG185751,Change of plans,,
BKG185752,,,Other Issue
BKG185758,,More than permitted people in there,
BKG185759,,The customer was coughing/sick,
BKG185760,,More than permitted people in there,
BKG185766,AC is not working,,
BKG185775,,,Other Issue
BKG185780,,Customer related issue,
BKG185783,,Personal & Car related issues,
BKG185784,,The customer was coughing/sick,
BKG185785,,,Other Issue
BKG185786,,Customer related issue,
BKG185788,,Customer related issue,
BKG185791,,,Customer Demand
BKG185795,Driver is not moving towards pickup location,,
BKG185796,,The customer was coughing/sick,
BKG185798,,More than permitted people in there,
BKG185804,,Customer related issue,
BKG185806,,,Other Issue
BKG185809,Driver asked to cancel,,
BKG185810,,,Customer Demand
BKG185824,,More than permitted people in there,
BKG185825,,,Customer Demand
BKG185828,,The customer was coughing/sick,
BKG185834,,,Customer Demand
BKG185835,,,Vehicle Breakdown
BKG185836,,,Customer Demand
BKG185840,,,Customer Demand
BKG185843,,More than permitted people in there,
BKG185848,Wrong Address,,
BKG185852,,,Vehicle Breakdown
BKG185857,,Customer related issue,
BKG185861,,,Customer Demand
BKG185863,,,Other Issue
BKG185866,,,Vehicle Breakdown
BKG185867,,Customer related issue,
BKG185869,,More than permitted people in there,
BKG185871,AC is not working,,
BKG185875,Change of plans,,
BKG185876,,,Other Issue
BKG185880,,The customer was coughing/sick,
BKG185881,,,Other Issue
BKG185882,,Customer related issue,
BKG185884,,More than permitted people in there,
BKG185885,,Customer related issue,
BKG185886,,More than permitted people in there,
BKG185889,,,Other Issue
BKG185890,,,Other Issue
BKG185895,,,Customer Demand
BKG185897,,Customer related issue,
BKG185898,,More than permitted people in there,
BKG185900,,Customer related issue,
BKG185901,Wrong Address,,
BKG185902,,Personal & Car related issues,
BKG185905,,,Vehicle Breakdown
BKG185913,Change of plans,,
BKG185916,Driver asked to cancel,,
BKG185923,,,Other Issue
BKG185924,,,Vehicle Breakdown
BKG185927,Driver asked to cancel,,
BKG185928,,Personal & Car related issues,
BKG185929,Driver is not moving towards pickup location,,
BKG185931,,,Customer Demand
BKG185933,,The customer was coughing/sick,
BKG185944,,,Other Issue
BKG185945,,The customer was coughing/sick,
BKG185946,,The customer was coughing/sick,
BKG185947,,Customer related issue,
BKG185948,,More than permitted people in there,
BKG185949,,Customer related issue,
BKG185950,,The customer was coughing/sick,
BKG185951,,,Customer Demand
BKG185952,,,Customer Demand
BKG185954,,,Customer Demand
BKG185955,,Customer related issue,
BKG185957,,The customer was coughing/sick,
BKG185958,,,Customer Demand
BKG185965,,The customer was coughing/sick,
BKG185968,AC is not working,,
BKG185974,,Customer related issue,
BKG185976,,The customer was coughing/sick,
BKG185978,,Personal & Car related issues,
BKG185980,,,Other Issue
BKG185984,,More than permitted people in there,
BKG185985,,The customer was coughing/sick,
BKG185993,,,Customer Demand
BKG185995,Change of plans,,
BKG185997,Driver asked to cancel,,
BKG185998,,,Customer Demand
BKG185999,Driver asked to cancel,,
BKG186002,,The customer was coughing/sick,
BKG186003,Driver asked to cancel,,
BKG186004,Wrong Address,,
BKG186007,,More than permitted people in there,
BKG186012,,More than permitted people in there,
BKG186016,,Personal & Car related issues,
BKG186017,,,Customer Demand
BKG186022,,Personal & Car related issues,
BKG186023,,Personal & Car related issues,
BKG186024,,The customer was coughing/sick,
BKG186026,,Customer related issue,
BKG186027,,,Customer Demand
BKG186031,,,Vehicle Breakdown
BKG186034,,,Vehicle Breakdown
BKG186035,Change of plans,,
BKG186037,,Customer related issue,
BKG186038,,,Vehicle Breakdown
BKG186040,,Personal & Car related issues,
BKG186042,,Personal & Car related issues,
BKG186043,,,Customer Demand
BKG186045,,Customer related issue,
BKG186047,,,Customer Demand
BKG186048,,,Other Issue
BKG186049,,More than permitted people in there,
BKG186052,,The customer was coughing/sick,
BKG186053,,,Vehicle Breakdown
BKG186062,,,Other Issue
BKG186063,,,Vehicle Breakdown
BKG186065,,Customer related issue,
BKG186072,,The customer was coughing/sick,
BKG186074,,The customer was coughing/sick,
BKG186078,,Customer related issue,
BKG186079,,,Customer Demand
BKG186081,,Personal & Car related issues,
BKG186082,AC is not working,,
BKG186083,,Personal & Car related issues,
BKG186088,,The customer was coughing/sick,
BKG186093,Change of plans,,
BKG186095,,,Other Issue
BKG186096,,More than permitted people in there,
BKG186099,Driver asked to cancel,,
BKG186105,,More than permitted people in there,
BKG186106,Wrong Address,,
BKG186107,Driver is not moving towards pickup location,,
BKG186110,,,Customer Demand
BKG186114,AC is not working,,
BKG186115,,Customer related issue,
BKG186116,,,Other Issue
BKG186119,,,Other Issue
BKG186120,,The customer was coughing/sick,
BKG186124,Driver is not moving towards pickup location,,
BKG186127,AC is not working,,
BKG186128,,Personal & Car related issues,
BKG186129,,Customer related issue,
BKG186132,,,Customer Demand
BKG186134,,Customer related issue,
BKG186138,Driver asked to cancel,,
BKG186139,,More than permitted people in there,
BKG186140,,The customer was coughing/sick,
BKG186141,,More than permitted people in there,
BKG186142,,,Other Issue
BKG186143,,The customer was coughing/sick,
BKG186144,,,Vehicle Breakdown
BKG186145,,,Other Issue
BKG186146,Change of plans,,
BKG186147,,The customer was coughing/sick,
BKG186154,AC is not working,,
BKG186155,,,Other Issue
BKG186156,,More than permitted people in there,
BKG186160,,,Vehicle Breakdown
BKG186162,,The customer was coughing/sick,
BKG186166,,,Other Issue
BKG186167,,Personal & Car related issues,
BKG186170,,The customer was coughing/sick,
BKG186174,,,Vehicle Breakdown
BKG186176,Driver asked to cancel,,
BKG186177,,The customer was coughing/sick,
BKG186179,AC is not working,,
BKG186180,Driver is not moving towards pickup location,,
BKG186182,,The customer was coughing/sick,
BKG186186,Driver is not moving towards pickup location,,
BKG186187,,More than permitted people in there,
BKG186189,,Personal & Car related issues,
BKG186193,Wrong Address,,
BKG186198,,,Other Issue
BKG186201,,,Vehicle Breakdown
BKG186202,Change of plans,,
BKG186207,,The customer was coughing/sick,
BKG186209,,,Vehicle Breakdown
BKG186213,,,Customer Demand
BKG186216,,Customer related issue,
BKG186217,,,Customer Demand
BKG186218,Driver is not moving towards pickup location,,
BKG186220,,Customer related issue,
BKG186222,,More than permitted people in there,
BKG186223,,Customer related issue,
BKG186226,,,Vehicle Breakdown
BKG186232,AC is not working,,
BKG186234,,,Customer Demand
BKG186235,,,Other Issue
BKG186237,Change of plans,,
BKG186238,,,Vehicle Breakdown
BKG186243,,Customer related issue,
BKG186245,,,Other Issue
BKG186246,,Personal & Car related issues,
BKG186249,,,Vehicle Breakdown
BKG186250,,,Customer Demand
BKG186264,,Customer related issue,
BKG186265,,Customer related issue,
BKG186267,,Personal & Car related issues,
BKG186269,,,Customer Demand
BKG186272,,The customer was coughing/sick,
BKG186274,,Personal & Car related issues,
BKG186275,,Personal & Car related issues,
BKG186276,AC is not working,,
BKG186277,AC is not working,,
BKG186278,,The customer was coughing/sick,
BKG186279,,Personal & Car related issues,
BKG186286,,The customer was coughing/sick,
BKG186289,,,Vehicle Breakdown
BKG186290,,The customer was coughing/sick,
BKG186291,,Personal & Car related issues,
BKG186297,Driver asked to cancel,,
BKG186300,,,Vehicle Breakdown
BKG186309,,,Vehicle Breakdown
BKG186312,,,Vehicle Breakdown
BKG186317,,Personal & Car related issues,
BKG186318,,Customer related issue,
BKG186322,,The customer was coughing/sick,
BKG186325,,,Other Issue
BKG186327,,,Customer Demand
BKG186332,Change of plans,,
BKG186335,AC is not working,,
BKG186336,,Personal & Car related issues,
BKG186337,,Personal & Car related issues,
BKG186339,,Customer related issue,
BKG186341,,,Vehicle Breakdown
BKG186344,,More than permitted people in there,
BKG186345,,More than permitted people in there,
BKG186346,,,Other Issue
BKG186348,,Customer related issue,
BKG186349,,The customer was coughing/sick,
BKG186353,Driver asked to cancel,,
BKG186354,Change of plans,,
BKG186356,,,Other Issue
BKG186358,,More than permitted people in there,
BKG186361,,Personal & Car related issues,
BKG186362,,The customer was coughing/sick,
BKG186364,,More than permitted people in there,
BKG186369,Driver is not moving towards pickup location,,
BKG186371,,The customer was coughing/sick,
BKG186372,,,Customer Demand
BKG186375,Driver is not moving towards pickup location,,
BKG186377,,,Other Issue
BKG186385,,,Other Issue
BKG186386,,,Vehicle Breakdown
BKG186387,,Customer related issue,
BKG186388,,,Other Issue
BKG186390,Driver asked to cancel,,
BKG186391,,The customer was coughing/sick,
BKG186393,,Customer related issue,
BKG186394,,The customer was coughing/sick,
BKG186398,,,Vehicle Breakdown
BKG186406,,,Other Issue
BKG186410,,The customer was coughing/sick,
BKG186413,AC is not working,,
BKG186414,,,Vehicle Breakdown
BKG186415,,Customer related issue,
BKG186420,AC is not working,,
BKG186422,,,Customer Demand
BKG186426,,More than permitted people in there,
BKG186427,,More than permitted people in there,
BKG186428,Wrong Address,,
BKG186430,,Personal & Car related issues,
BKG186431,Driver is not moving towards pickup location,,
BKG186432,,The customer was coughing/sick,
BKG186437,,Customer related issue,
BKG186439,,The customer was coughing/sick,
BKG186440,,Customer related issue,
BKG186446,,,Vehicle Breakdown
BKG186452,,The customer was coughing/sick,
BKG186456,,Customer related issue,
BKG186468,Change of plans,,
BKG186471,,,Other Issue
BKG186472,,The customer was coughing/sick,
